CALENDAR DATE,CALENDAR TIME,trade_id,SYMBO,LAST PRICE,LAST SHARES,SIDE
05/26/09,39959.34772,1,F2 ZN\M09,119.40625,11,1
05/26/09,39959.35078,2,F2 ZN\M09,119.4375,2,0
05/26/09,39959.35078,3,F2 ZN\M09,119.4375,10,0
05/26/09,39959.35425,4,F2 ZN\M09,119.4375,1,1
05/26/09,39959.35425,5,F2 ZN\M09,119.4375,1,1
05/26/09,39959.35425,6,F2 ZN\M09,119.4375,2,1
05/26/09,39959.35425,7,F2 ZN\M09,119.4375,5,1
05/26/09,39959.35832,8,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35832,9,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35832,10,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35832,11,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35836000001,12,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35845,13,F2 ZN\M09,119.40625,2,0
05/26/09,39959.35845,14,F2 ZN\M09,119.40625,2,0
05/26/09,39959.35845,15,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35845,16,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35846,17,F2 ZN\M09,119.40625,2,0
05/26/09,39959.35846,18,F2 ZN\M09,119.40625,1,0
05/26/09,39959.35849,19,F2 ZN\M09,119.40625,2,0
05/26/09,39959.35849,20,F2 ZN\M09,119.40625,1,0
05/26/09,39959.3585,21,F2 ZN\M09,119.40625,6,0
05/26/09,39959.36234,22,F2 ZN\M09,119.421875,16,1
05/26/09,39959.36594,23,F2 ZN\M09,119.453125,1,0
05/26/09,39959.36957,24,F2 ZN\M09,119.453125,6,1
05/26/09,39959.37161,25,F2 ZN\M09,119.46875,1,0
05/26/09,39959.46576,26,F2 ZN\M09,119.140625,5,1
05/26/09,39959.46895,27,F2 ZN\M09,119.125,1,1
05/26/09,39959.46895,28,F2 ZN\M09,119.125,3,1
05/26/09,39959.47229,29,F2 ZN\M09,119.0625,4,0
05/26/09,39959.47229,30,F2 ZN\M09,119.0625,5,0
05/26/09,39959.47229,31,F2 ZN\M09,119.0625,3,0
05/26/09,39959.47229,32,F2 ZN\M09,119.0625,4,0
05/26/09,39959.47229,33,F2 ZN\M09,119.0625,2,0
05/26/09,39959.47229,34,F2 ZN\M09,119.0625,2,0
05/26/09,39959.47229,35,F2 ZN\M09,119.0625,6,0
05/26/09,39959.47924,36,F2 ZN\M09,119.0,1,0
05/26/09,39959.48271,37,F2 ZN\M09,119.0,2,1
05/26/09,39959.48966,38,F2 ZN\M09,118.96875,2,0
05/26/09,39959.49313,39,F2 ZN\M09,118.96875,1,1
05/26/09,39959.49657,40,F2 ZN\M09,118.96875,4,1
05/26/09,39959.49657,41,F2 ZN\M09,118.96875,3,1
05/26/09,39959.49657,42,F2 ZN\M09,118.96875,6,1
05/26/09,39959.49657,43,F2 ZN\M09,118.96875,4,1
05/26/09,39959.50426,44,F2 ZN\M09,118.984375,1,1
05/26/09,39959.50426,45,F2 ZN\M09,118.984375,1,1
05/26/09,39959.50427,46,F2 ZN\M09,118.984375,5,1
05/26/09,39959.50699,47,F2 ZN\M09,118.96875,2,0
05/26/09,39959.50699,48,F2 ZN\M09,118.96875,20,0
05/26/09,39959.51051,49,F2 ZN\M09,118.9375,1,0
05/26/09,39959.51393,50,F2 ZN\M09,118.875,3,0
05/26/09,39959.51798,51,F2 ZN\M09,118.890625,3,0
05/26/09,39959.52087,52,F2 ZN\M09,118.84375,4,1
05/26/09,39959.52434,53,F2 ZN\M09,118.84375,1,0
05/26/09,39959.52434,54,F2 ZN\M09,118.84375,3,0
05/26/09,39959.5279,55,F2 ZN\M09,118.828125,5,1
05/26/09,39959.53129,56,F2 ZN\M09,118.8125,5,0
05/26/09,39959.53129,57,F2 ZN\M09,118.8125,1,0
05/26/09,39959.53129,58,F2 ZN\M09,118.8125,1,0
05/26/09,39959.53477,59,F2 ZN\M09,118.78125,3,1
05/26/09,39959.53823,60,F2 ZN\M09,118.8125,21,1
05/26/09,39959.54171000001,61,F2 ZN\M09,118.84375,7,1
05/26/09,39959.54896,62,F2 ZN\M09,118.96875,3,1
05/26/09,39959.55212,63,F2 ZN\M09,118.984375,2,0
05/26/09,39959.55559,64,F2 ZN\M09,118.875,26,0
05/26/09,39959.5598,65,F2 ZN\M09,118.890625,2,0
05/26/09,39959.56396,66,F2 ZN\M09,118.90625,25,1
05/26/09,39959.56398,67,F2 ZN\M09,118.90625,1,1
05/26/09,39959.56398,68,F2 ZN\M09,118.90625,1,1
05/26/09,39959.5799,69,F2 ZN\M09,118.953125,1,0
05/26/09,39959.58337,70,F2 ZN\M09,118.890625,10,0
05/26/09,39959.58337,71,F2 ZN\M09,118.890625,5,0
05/26/09,39959.58337,72,F2 ZN\M09,118.890625,9,0
05/26/09,39959.58687,73,F2 ZN\M09,118.765625,3,0
05/26/09,39959.59102,74,F2 ZN\M09,118.734375,1,1
05/26/09,39959.59752,75,F2 ZN\M09,118.75,25,1
05/26/09,39959.60523,76,F2 ZN\M09,118.8125,5,1
05/26/09,39959.60768,77,F2 ZN\M09,118.828125,4,0
05/26/09,39959.60768,78,F2 ZN\M09,118.828125,1,0
05/26/09,39959.60768,79,F2 ZN\M09,118.828125,5,0
05/26/09,39959.6113,80,F2 ZN\M09,118.796875,3,1
05/26/09,39959.61462,81,F2 ZN\M09,118.75,3,0
05/26/09,39959.61463,82,F2 ZN\M09,118.734375,21,0
05/26/09,39959.61809,83,F2 ZN\M09,118.734375,2,1
05/26/09,39959.62157,84,F2 ZN\M09,118.734375,19,1
05/26/09,39959.62284,85,F2 ZN\M09,118.75,2,1
05/26/09,39959.62504,86,F2 ZN\M09,118.734375,2,0
05/26/09,39959.62504,87,F2 ZN\M09,118.734375,17,0
05/26/09,39959.62853,88,F2 ZN\M09,118.640625,6,0
05/26/09,39959.63199,89,F2 ZN\M09,118.59375,3,1
05/26/09,39959.63546000001,90,F2 ZN\M09,118.578125,2,0
05/26/09,39959.63894,91,F2 ZN\M09,118.609375,22,1
05/26/09,39959.63907,92,F2 ZN\M09,118.625,4,1
05/26/09,39959.6424,93,F2 ZN\M09,118.625,1,0
05/26/09,39959.64587,94,F2 ZN\M09,118.609375,2,1
05/26/09,39959.64934,95,F2 ZN\M09,118.53125,5,0
05/26/09,39959.6494,96,F2 ZN\M09,118.515625,10,0
05/26/09,39959.6494,97,F2 ZN\M09,118.515625,12,0
05/26/09,39959.65977,98,F2 ZN\M09,118.40625,1,1
05/26/09,39959.65977,99,F2 ZN\M09,118.40625,1,1
05/26/09,39959.66323,100,F2 ZN\M09,118.390625,2,0
05/26/09,39959.6667,101,F2 ZN\M09,118.328125,2,1
05/26/09,39959.67018,102,F2 ZN\M09,118.359375,4,0
05/26/09,39959.67365,103,F2 ZN\M09,118.328125,7,1
05/26/09,39959.67365,104,F2 ZN\M09,118.328125,8,1
05/26/09,39959.67365,105,F2 ZN\M09,118.328125,5,1
05/26/09,39959.67365,106,F2 ZN\M09,118.328125,3,1
05/26/09,39959.67365,107,F2 ZN\M09,118.328125,1,1
05/26/09,39959.67713,108,F2 ZN\M09,118.375,1,1
05/26/09,39959.6806,109,F2 ZN\M09,118.375,2,1
05/26/09,39959.6806,110,F2 ZN\M09,118.375,4,1
05/26/09,39959.68407,111,F2 ZN\M09,118.390625,7,0
05/26/09,39959.68753,112,F2 ZN\M09,118.34375,2,1
05/26/09,39959.68753,113,F2 ZN\M09,118.34375,1,1
05/26/09,39959.69101,114,F2 ZN\M09,118.328125,27,0
05/26/09,39959.69448,115,F2 ZN\M09,118.3125,1,1
05/26/09,39959.69448,116,F2 ZN\M09,118.3125,1,1
05/26/09,39959.69795,117,F2 ZN\M09,118.328125,22,1
05/26/09,39959.70143,118,F2 ZN\M09,118.3125,4,1
05/26/09,39959.7049,119,F2 ZN\M09,118.328125,4,0
05/27/09,39960.11116,120,F2 ZN\M09,118.421875,12,1
05/27/09,39960.11464,121,F2 ZN\M09,118.4375,6,0
05/27/09,39960.11464,122,F2 ZN\M09,118.4375,2,0
05/27/09,39960.11464,123,F2 ZN\M09,118.4375,3,0
05/27/09,39960.11464,124,F2 ZN\M09,118.4375,1,0
05/27/09,39960.11809,125,F2 ZN\M09,118.421875,8,0
05/27/09,39960.12156,126,F2 ZN\M09,118.4375,8,1
05/27/09,39960.12503,127,F2 ZN\M09,118.421875,13,1
05/27/09,39960.12851,128,F2 ZN\M09,118.40625,2,0
05/27/09,39960.12851,129,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,130,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,131,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,132,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,133,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,134,F2 ZN\M09,118.40625,3,0
05/27/09,39960.12851,135,F2 ZN\M09,118.40625,4,0
05/27/09,39960.12851,136,F2 ZN\M09,118.40625,2,0
05/27/09,39960.13198,137,F2 ZN\M09,118.375,3,0
05/27/09,39960.13545,138,F2 ZN\M09,118.359375,5,0
05/27/09,39960.13545,139,F2 ZN\M09,118.359375,1,0
05/27/09,39960.13892,140,F2 ZN\M09,118.34375,7,1
05/27/09,39960.13892,141,F2 ZN\M09,118.34375,3,1
05/27/09,39960.13892,142,F2 ZN\M09,118.34375,3,1
05/27/09,39960.13892,143,F2 ZN\M09,118.34375,3,1
05/27/09,39960.13892,144,F2 ZN\M09,118.34375,5,1
05/27/09,39960.13892,145,F2 ZN\M09,118.34375,1,1
05/27/09,39960.14239,146,F2 ZN\M09,118.359375,2,1
05/27/09,39960.14587,147,F2 ZN\M09,118.375,6,1
05/27/09,39960.14934,148,F2 ZN\M09,118.359375,1,0
05/27/09,39960.14934,149,F2 ZN\M09,118.359375,5,0
05/27/09,39960.14934,150,F2 ZN\M09,118.359375,3,0
05/27/09,39960.14934,151,F2 ZN\M09,118.359375,3,0
05/27/09,39960.14934,152,F2 ZN\M09,118.359375,3,0
05/27/09,39960.14934,153,F2 ZN\M09,118.359375,4,0
05/27/09,39960.14934,154,F2 ZN\M09,118.359375,3,0
05/27/09,39960.14934,155,F2 ZN\M09,118.359375,1,0
05/27/09,39960.15282,156,F2 ZN\M09,118.328125,3,1
05/27/09,39960.15629,157,F2 ZN\M09,118.328125,15,1
05/27/09,39960.15976,158,F2 ZN\M09,118.34375,3,1
05/27/09,39960.16323,159,F2 ZN\M09,118.359375,6,0
05/27/09,39960.18407,160,F2 ZN\M09,118.34375,14,0
05/27/09,39960.18754,161,F2 ZN\M09,118.359375,6,1
05/27/09,39960.18754,162,F2 ZN\M09,118.359375,1,1
05/27/09,39960.18754,163,F2 ZN\M09,118.359375,1,1
05/27/09,39960.18754,164,F2 ZN\M09,118.359375,8,1
05/27/09,39960.18754,165,F2 ZN\M09,118.359375,4,1
05/27/09,39960.19101,166,F2 ZN\M09,118.375,5,0
05/27/09,39960.19448,167,F2 ZN\M09,118.375,1,0
05/27/09,39960.20143,168,F2 ZN\M09,118.359375,10,0
05/27/09,39960.20143,169,F2 ZN\M09,118.359375,2,0
05/27/09,39960.20143,170,F2 ZN\M09,118.359375,2,0
05/27/09,39960.2049,171,F2 ZN\M09,118.359375,1,1
05/27/09,39960.2049,172,F2 ZN\M09,118.359375,8,1
05/27/09,39960.2049,173,F2 ZN\M09,118.359375,5,1
05/27/09,39960.20837,174,F2 ZN\M09,118.40625,11,1
05/27/09,39960.21185,175,F2 ZN\M09,118.421875,3,0
05/27/09,39960.21185,176,F2 ZN\M09,118.421875,5,0
05/27/09,39960.21535,177,F2 ZN\M09,118.421875,8,0
05/27/09,39960.21535,178,F2 ZN\M09,118.421875,5,0
05/27/09,39960.21535,179,F2 ZN\M09,118.421875,3,0
05/27/09,39960.2188,180,F2 ZN\M09,118.40625,7,1
05/27/09,39960.2188,181,F2 ZN\M09,118.40625,5,1
05/27/09,39960.2188,182,F2 ZN\M09,118.40625,1,1
05/27/09,39960.22573,183,F2 ZN\M09,118.40625,5,0
05/27/09,39960.22573,184,F2 ZN\M09,118.40625,3,0
05/27/09,39960.22573,185,F2 ZN\M09,118.40625,9,0
05/27/09,39960.2292,186,F2 ZN\M09,118.390625,3,1
05/27/09,39960.2292,187,F2 ZN\M09,118.390625,4,1
05/27/09,39960.2292,188,F2 ZN\M09,118.390625,4,1
05/27/09,39960.2292,189,F2 ZN\M09,118.390625,6,1
05/27/09,39960.23268,190,F2 ZN\M09,118.40625,3,1
05/27/09,39960.23615,191,F2 ZN\M09,118.421875,5,1
05/27/09,39960.23962,192,F2 ZN\M09,118.421875,9,0
05/27/09,39960.23962,193,F2 ZN\M09,118.421875,1,0
05/27/09,39960.23962,194,F2 ZN\M09,118.421875,5,0
05/27/09,39960.23962,195,F2 ZN\M09,118.421875,5,0
05/27/09,39960.23962,196,F2 ZN\M09,118.421875,3,0
05/27/09,39960.24656,197,F2 ZN\M09,118.421875,4,1
05/27/09,39960.24656,198,F2 ZN\M09,118.421875,1,1
05/27/09,39960.24656,199,F2 ZN\M09,118.421875,1,1
05/27/09,39960.24656,200,F2 ZN\M09,118.421875,11,1
05/27/09,39960.25003,201,F2 ZN\M09,118.421875,8,1
05/27/09,39960.2535,202,F2 ZN\M09,118.421875,17,0
05/27/09,39960.2535,203,F2 ZN\M09,118.421875,5,0
05/27/09,39960.2535,204,F2 ZN\M09,118.421875,5,0
05/27/09,39960.2535,205,F2 ZN\M09,118.421875,2,0
05/27/09,39960.25698,206,F2 ZN\M09,118.375,6,1
05/27/09,39960.26045,207,F2 ZN\M09,118.390625,5,0
05/27/09,39960.26392,208,F2 ZN\M09,118.375,18,1
05/27/09,39960.26739,209,F2 ZN\M09,118.40625,1,0
05/27/09,39960.27087,210,F2 ZN\M09,118.390625,1,1
05/27/09,39960.27435,211,F2 ZN\M09,118.40625,4,1
05/27/09,39960.27782,212,F2 ZN\M09,118.40625,3,1
05/27/09,39960.27782,213,F2 ZN\M09,118.40625,1,1
05/27/09,39960.28129,214,F2 ZN\M09,118.4375,6,0
05/27/09,39960.28129,215,F2 ZN\M09,118.4375,2,0
05/27/09,39960.28476,216,F2 ZN\M09,118.4375,7,1
05/27/09,39960.28823,217,F2 ZN\M09,118.453125,5,0
05/27/09,39960.28823,218,F2 ZN\M09,118.453125,2,0
05/27/09,39960.28823,219,F2 ZN\M09,118.453125,3,0
05/27/09,39960.29171000001,220,F2 ZN\M09,118.4375,3,1
05/27/09,39960.30559,221,F2 ZN\M09,118.453125,1,1
05/27/09,39960.30559,222,F2 ZN\M09,118.453125,7,1
05/27/09,39960.31253,223,F2 ZN\M09,118.46875,7,0
05/27/09,39960.31253,224,F2 ZN\M09,118.46875,3,0
05/27/09,39960.31253,225,F2 ZN\M09,118.46875,5,0
05/27/09,39960.31253,226,F2 ZN\M09,118.46875,4,0
05/27/09,39960.31253,227,F2 ZN\M09,118.46875,1,0
05/27/09,39960.31253,228,F2 ZN\M09,118.46875,3,0
05/27/09,39960.31948,229,F2 ZN\M09,118.46875,10,1
05/27/09,39960.31948,230,F2 ZN\M09,118.46875,1,1
05/27/09,39960.31948,231,F2 ZN\M09,118.46875,1,1
05/27/09,39960.31948,232,F2 ZN\M09,118.46875,7,1
05/27/09,39960.31948,233,F2 ZN\M09,118.46875,6,1
05/27/09,39960.32643,234,F2 ZN\M09,118.546875,3,1
05/27/09,39960.33337,235,F2 ZN\M09,118.546875,1,1
05/27/09,39960.34031,236,F2 ZN\M09,118.578125,1,1
05/27/09,39960.34726,237,F2 ZN\M09,118.609375,15,0
05/27/09,39960.3542,238,F2 ZN\M09,118.640625,3,1
05/27/09,39960.3542,239,F2 ZN\M09,118.640625,13,1
05/27/09,39960.36115,240,F2 ZN\M09,118.640625,12,0
05/27/09,39960.36809,241,F2 ZN\M09,118.484375,15,0
05/27/09,39960.36809,242,F2 ZN\M09,118.484375,3,0
05/27/09,39960.38198,243,F2 ZN\M09,118.46875,7,1
05/27/09,39960.38198,244,F2 ZN\M09,118.46875,1,1
05/27/09,39960.38199,245,F2 ZN\M09,118.46875,1,1
05/27/09,39960.38199,246,F2 ZN\M09,118.46875,1,1
05/27/09,39960.38199,247,F2 ZN\M09,118.46875,8,1
05/27/09,39960.38892,248,F2 ZN\M09,118.4375,6,0
05/27/09,39960.38892,249,F2 ZN\M09,118.4375,4,0
05/27/09,39960.38892,250,F2 ZN\M09,118.4375,7,0
05/27/09,39960.39587,251,F2 ZN\M09,118.40625,2,1
05/27/09,39960.40282,252,F2 ZN\M09,118.40625,1,0
05/27/09,39960.40976,253,F2 ZN\M09,118.421875,4,1
05/27/09,39960.40976,254,F2 ZN\M09,118.421875,3,1
05/27/09,39960.40976,255,F2 ZN\M09,118.421875,3,1
05/27/09,39960.40976,256,F2 ZN\M09,118.421875,2,1
05/27/09,39960.40976,257,F2 ZN\M09,118.421875,1,1
05/27/09,39960.40976,258,F2 ZN\M09,118.421875,3,1
05/27/09,39960.40976,259,F2 ZN\M09,118.421875,3,1
05/27/09,39960.41671000001,260,F2 ZN\M09,118.234375,3,0
05/27/09,39960.41671000001,261,F2 ZN\M09,118.234375,5,0
05/27/09,39960.41671000001,262,F2 ZN\M09,118.234375,6,0
05/27/09,39960.41671000001,263,F2 ZN\M09,118.234375,1,0
05/27/09,39960.41671000001,264,F2 ZN\M09,118.25,6,0
05/27/09,39960.42365,265,F2 ZN\M09,118.34375,5,1
05/27/09,39960.42365,266,F2 ZN\M09,118.34375,10,1
05/27/09,39960.42365,267,F2 ZN\M09,118.34375,2,1
05/27/09,39960.42365,268,F2 ZN\M09,118.34375,7,1
05/27/09,39960.43059,269,F2 ZN\M09,118.359375,3,0
05/27/09,39960.43754,270,F2 ZN\M09,118.21875,22,0
05/27/09,39960.44448,271,F2 ZN\M09,118.234375,1,1
05/27/09,39960.44448,272,F2 ZN\M09,118.234375,1,1
05/27/09,39960.44448,273,F2 ZN\M09,118.234375,6,1
05/27/09,39960.44448,274,F2 ZN\M09,118.234375,6,1
05/27/09,39960.44448,275,F2 ZN\M09,118.234375,4,1
05/27/09,39960.44448,276,F2 ZN\M09,118.234375,3,1
05/27/09,39960.44448,277,F2 ZN\M09,118.234375,2,1
05/27/09,39960.45143,278,F2 ZN\M09,118.296875,2,1
05/27/09,39960.45838,279,F2 ZN\M09,118.328125,2,0
05/27/09,39960.46532,280,F2 ZN\M09,118.390625,1,0
05/27/09,39960.47226,281,F2 ZN\M09,118.40625,2,1
05/27/09,39960.47921000001,282,F2 ZN\M09,118.4375,5,0
05/27/09,39960.49309,283,F2 ZN\M09,118.484375,1,1
05/27/09,39960.50004,284,F2 ZN\M09,118.453125,2,0
05/27/09,39960.50004,285,F2 ZN\M09,118.453125,6,0
05/27/09,39960.50004,286,F2 ZN\M09,118.453125,7,0
05/27/09,39960.50004,287,F2 ZN\M09,118.453125,1,0
05/27/09,39960.50004,288,F2 ZN\M09,118.453125,2,0
05/27/09,39960.50698,289,F2 ZN\M09,118.359375,1,1
05/27/09,39960.50698,290,F2 ZN\M09,118.359375,2,1
05/27/09,39960.51393,291,F2 ZN\M09,118.28125,2,1
05/27/09,39960.52088,292,F2 ZN\M09,118.359375,18,1
05/27/09,39960.52782,293,F2 ZN\M09,118.40625,3,0
05/27/09,39960.53476,294,F2 ZN\M09,118.5,1,1
05/27/09,39960.54171000001,295,F2 ZN\M09,118.53125,1,1
05/27/09,39960.54865,296,F2 ZN\M09,118.5,8,0
05/27/09,39960.54865,297,F2 ZN\M09,118.5,5,0
05/27/09,39960.54865,298,F2 ZN\M09,118.5,10,0
05/27/09,39960.5556,299,F2 ZN\M09,118.375,4,1
05/27/09,39960.56253,300,F2 ZN\M09,118.109375,3,0
05/27/09,39960.56948,301,F2 ZN\M09,118.03125,8,0
05/27/09,39960.58338,302,F2 ZN\M09,117.609375,1,1
05/27/09,39960.59032,303,F2 ZN\M09,117.53125,1,1
05/27/09,39960.59727,304,F2 ZN\M09,117.5,1,0
05/27/09,39960.60421000001,305,F2 ZN\M09,117.46875,20,1
05/27/09,39960.61115,306,F2 ZN\M09,117.640625,3,1
05/27/09,39960.61115,307,F2 ZN\M09,117.625,5,1
05/27/09,39960.6181,308,F2 ZN\M09,117.640625,3,0
05/27/09,39960.6181,309,F2 ZN\M09,117.640625,2,0
05/27/09,39960.62504,310,F2 ZN\M09,117.53125,10,0
05/27/09,39960.62504,311,F2 ZN\M09,117.53125,2,0
05/27/09,39960.62504,312,F2 ZN\M09,117.53125,5,0
05/27/09,39960.62504,313,F2 ZN\M09,117.53125,1,0
05/27/09,39960.62504,314,F2 ZN\M09,117.53125,7,0
05/27/09,39960.63200000001,315,F2 ZN\M09,117.53125,26,1
05/27/09,39960.63892,316,F2 ZN\M09,117.375,5,0
05/27/09,39960.63892,317,F2 ZN\M09,117.375,2,0
05/27/09,39960.63892,318,F2 ZN\M09,117.375,1,0
05/27/09,39960.63892,319,F2 ZN\M09,117.390625,14,0
05/27/09,39960.63892,320,F2 ZN\M09,117.390625,2,0
05/27/09,39960.63892,321,F2 ZN\M09,117.390625,2,0
05/27/09,39960.64587,322,F2 ZN\M09,117.453125,2,1
05/27/09,39960.64587,323,F2 ZN\M09,117.453125,2,1
05/27/09,39960.64587,324,F2 ZN\M09,117.453125,1,1
05/27/09,39960.64587,325,F2 ZN\M09,117.453125,2,1
05/27/09,39960.64587,326,F2 ZN\M09,117.453125,2,1
05/27/09,39960.64587,327,F2 ZN\M09,117.453125,9,1
05/27/09,39960.64587,328,F2 ZN\M09,117.453125,8,1
05/27/09,39960.64587,329,F2 ZN\M09,117.453125,2,1
05/27/09,39960.65282,330,F2 ZN\M09,117.390625,1,0
05/27/09,39960.65282,331,F2 ZN\M09,117.390625,10,0
05/27/09,39960.65282,332,F2 ZN\M09,117.390625,9,0
05/27/09,39960.65282,333,F2 ZN\M09,117.390625,8,0
05/27/09,39960.65976,334,F2 ZN\M09,117.484375,1,1
05/27/09,39960.65976,335,F2 ZN\M09,117.484375,2,1
05/27/09,39960.65976,336,F2 ZN\M09,117.484375,2,1
05/27/09,39960.65976,337,F2 ZN\M09,117.484375,6,1
05/27/09,39960.65976,338,F2 ZN\M09,117.484375,3,1
05/27/09,39960.65976,339,F2 ZN\M09,117.484375,6,1
05/27/09,39960.65976,340,F2 ZN\M09,117.484375,3,1
05/27/09,39960.65976,341,F2 ZN\M09,117.484375,3,1
05/27/09,39960.65976,342,F2 ZN\M09,117.484375,2,1
05/27/09,39960.66671000001,343,F2 ZN\M09,117.4375,2,0
05/27/09,39960.66671000001,344,F2 ZN\M09,117.4375,3,0
05/27/09,39960.66671000001,345,F2 ZN\M09,117.4375,3,0
05/27/09,39960.66671000001,346,F2 ZN\M09,117.4375,6,0
05/27/09,39960.66671000001,347,F2 ZN\M09,117.4375,10,0
05/27/09,39960.66671000001,348,F2 ZN\M09,117.4375,3,0
05/27/09,39960.68754,349,F2 ZN\M09,117.265625,11,1
05/27/09,39960.68754,350,F2 ZN\M09,117.25,16,1
05/27/09,39960.69449,351,F2 ZN\M09,117.234375,4,0
05/27/09,39960.70142,352,F2 ZN\M09,117.25,2,0
05/28/09,39961.09032,353,F2 ZN\M09,117.390625,2,1
05/28/09,39961.09032,354,F2 ZN\M09,117.390625,5,1
05/28/09,39961.09032,355,F2 ZN\M09,117.390625,1,1
05/28/09,39961.0973,356,F2 ZN\M09,117.421875,2,0
05/28/09,39961.1042,357,F2 ZN\M09,117.484375,2,0
05/28/09,39961.11114,358,F2 ZN\M09,117.53125,6,1
05/28/09,39961.11114,359,F2 ZN\M09,117.53125,6,1
05/28/09,39961.11809,360,F2 ZN\M09,117.578125,1,0
05/28/09,39961.13198,361,F2 ZN\M09,117.640625,1,0
05/28/09,39961.13893,362,F2 ZN\M09,117.6875,1,1
05/28/09,39961.14587,363,F2 ZN\M09,117.625,15,0
05/28/09,39961.14587,364,F2 ZN\M09,117.625,3,0
05/28/09,39961.14587,365,F2 ZN\M09,117.625,9,0
05/28/09,39961.15281,366,F2 ZN\M09,117.6875,5,1
05/28/09,39961.15281,367,F2 ZN\M09,117.6875,8,1
05/28/09,39961.15281,368,F2 ZN\M09,117.6875,1,1
05/28/09,39961.15281,369,F2 ZN\M09,117.6875,13,1
05/28/09,39961.15976,370,F2 ZN\M09,117.734375,1,1
05/28/09,39961.15976,371,F2 ZN\M09,117.734375,1,1
05/28/09,39961.1667,372,F2 ZN\M09,117.828125,1,0
05/28/09,39961.17369,373,F2 ZN\M09,117.75,28,0
05/28/09,39961.18059,374,F2 ZN\M09,117.71875,2,1
05/28/09,39961.18754,375,F2 ZN\M09,117.734375,3,1
05/28/09,39961.19448,376,F2 ZN\M09,117.734375,2,0
05/28/09,39961.20142,377,F2 ZN\M09,117.75,1,0
05/28/09,39961.20838,378,F2 ZN\M09,117.703125,2,1
05/28/09,39961.21532,379,F2 ZN\M09,117.6875,2,0
05/28/09,39961.22225,380,F2 ZN\M09,117.65625,1,0
05/28/09,39961.22921000001,381,F2 ZN\M09,117.625,10,1
05/28/09,39961.22921000001,382,F2 ZN\M09,117.625,1,1
05/28/09,39961.23615,383,F2 ZN\M09,117.640625,1,1
05/28/09,39961.23615,384,F2 ZN\M09,117.640625,7,1
05/28/09,39961.23615,385,F2 ZN\M09,117.640625,2,1
05/28/09,39961.23615,386,F2 ZN\M09,117.640625,3,1
05/28/09,39961.24309,387,F2 ZN\M09,117.6875,1,0
05/28/09,39961.25698,388,F2 ZN\M09,117.671875,3,0
05/28/09,39961.25698,389,F2 ZN\M09,117.671875,9,0
06/08/09,39972.43067,390,F2 ZN\U09,113.625,3,0
06/08/09,39972.44447,391,F2 ZN\U09,113.484375,1,0
06/08/09,39972.45142,392,F2 ZN\U09,113.546875,1,1
06/08/09,39972.45142,393,F2 ZN\U09,113.546875,5,1
06/08/09,39972.46816,394,F2 ZN\U09,113.515625,1,0
06/08/09,39972.47927,395,F2 ZN\U09,113.65625,1,1
06/08/09,39972.50007,396,F2 ZN\U09,113.546875,3,0
06/08/09,39972.50007,397,F2 ZN\U09,113.546875,2,0
06/08/09,39972.50698,398,F2 ZN\U09,113.5625,2,1
06/08/09,39972.50698,399,F2 ZN\U09,113.5625,2,1
06/08/09,39972.52151000001,400,F2 ZN\U09,113.5,3,0
06/08/09,39972.52781,401,F2 ZN\U09,113.609375,3,1
06/08/09,39972.52781,402,F2 ZN\U09,113.609375,1,1
06/08/09,39972.53476,403,F2 ZN\U09,113.53125,3,0
06/08/09,39972.53476,404,F2 ZN\U09,113.53125,1,0
06/08/09,39972.54192,405,F2 ZN\U09,113.453125,1,0
06/08/09,39972.54864,406,F2 ZN\U09,113.46875,2,1
06/08/09,39972.54865,407,F2 ZN\U09,113.46875,2,1
06/08/09,39972.54865,408,F2 ZN\U09,113.46875,1,1
06/08/09,39972.57674,409,F2 ZN\U09,113.453125,5,0
06/08/09,39972.58338,410,F2 ZN\U09,113.4375,1,1
06/08/09,39972.59031,411,F2 ZN\U09,113.4375,2,1
06/08/09,39972.60433,412,F2 ZN\U09,113.34375,2,0
06/08/09,39972.62712,413,F2 ZN\U09,113.25,4,1
06/08/09,39972.63893,414,F2 ZN\U09,113.1875,4,0
06/08/09,39972.63893,415,F2 ZN\U09,113.1875,2,0
06/08/09,39972.64587,416,F2 ZN\U09,113.171875,1,1
06/08/09,39972.67307,417,F2 ZN\U09,113.109375,1,0
06/09/09,39973.26392,418,F2 ZN\U09,113.625,3,0
06/09/09,39973.25003,419,F2 ZN\U09,113.59375,3,0
06/09/09,39973.25858,420,F2 ZN\U09,113.625,2,1
06/09/09,39973.25866,421,F2 ZN\U09,113.625,1,1
06/09/09,39973.2431,422,F2 ZN\U09,113.59375,3,1
